User Email,User Name,Edit Type,Edited Object,Time,Is Undo
user1@gmail.com,user1@gmail.com,create project,moca_pos,2024-07-29T16:50:37.480246Z,FALSE
user1@gmail.com,user1@gmail.com,updated tab,settingsTabUndefined,2024-07-29T16:50:43.760Z,FALSE
user1@gmail.com,user1@gmail.com,updated tab,settingsTabUndefined,2024-07-29T16:50:56.825Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T16:51:06.409Z,FALSE
user1@gmail.com,user1@gmail.com,updated tab,settingsTabUndefined,2024-07-29T17:44:02.789Z,FALSE
user1@gmail.com,user1@gmail.com,add component,Container,2024-07-29T18:06:19.236Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:06:55.555Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:07:34.338Z,FALSE
user1@gmail.com,user1@gmail.com,component property,null update,2024-07-29T18:07:42.493Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:08:37.543Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:08:55.071Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:08:58.070Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:08:59.766Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:09:03.699Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:09:05.684Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:09:10.311Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:09:13.285Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:09:17.035Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:09:39.445Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:09:41.468Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:07.299Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:13.542Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:14.067Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:18.090Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:18.309Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:19.835Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:20.263Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:23.738Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:28.466Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:31.344Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:37.213Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:41.517Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:48.264Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:51.463Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:10:56.990Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:11:04.454Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:11:13.131Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:11:21.935Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:11:26.087Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:11:31.586Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:11:34.608Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:11:54.149Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:12:19.603Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:12:22.467Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:12:30.066Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:12:32.616Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:12.455Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:18.330Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:23.991Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:27.138Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:36.579Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:39.472Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:47.549Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:13:50.399Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:14:01.984Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:14:15.869Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:14:30.928Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:14:32.684Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:14:36.725Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:14:39.453Z,FALSE
user1@gmail.com,user1@gmail.com,component property,null update,2024-07-29T18:14:42.070Z,FALSE
user1@gmail.com,user1@gmail.com,component property,null update,2024-07-29T18:14:56.838Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:02.379Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:11.184Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:14.059Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:21.245Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:26.837Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:30.581Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:34.614Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:41.942Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:15:56.947Z,FALSE
user1@gmail.com,user1@gmail.com,component property,null update,2024-07-29T18:16:05.854Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:16:28.170Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:16:38.511Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:16:40.894Z,FALSE
user1@gmail.com,user1@gmail.com,add page,Welcome,2024-07-29T18:19:50.868Z,FALSE
user1@gmail.com,user1@gmail.com,updated tab,settingsTabUndefined,2024-07-29T18:19:57.211Z,FALSE
user1@gmail.com,user1@gmail.com,updated tab,settingsTabUndefined,2024-07-29T18:20:01.671Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:20:04.465Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:20:14.150Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:20:22.119Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:21:06.257Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:21:13.851Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:21:26.004Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:21:44.447Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:22:17.151Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:22:25.976Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:22:35.600Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:22:55.392Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:23:00.174Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:23:02.729Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:23:30.511Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:23:34.412Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:23:39.061Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:36:18.133Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:36:21.435Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:36:29.684Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:36:35.311Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:36:42.878Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:37:12.125Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:37:15.853Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:37:28.614Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:37:37.070Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:37:46.954Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:37:49.074Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:38:10.293Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:38:19.053Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:38:35.572Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:38:47.000Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:38:55.544Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:39:21.666Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:39:25.420Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:39:49.046Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:39:49.265Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:40:11.348Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:40:29.773Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:40:52.777Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:01.518Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:08.206Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:23.902Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:33.341Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:35.236Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:36.582Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:49.392Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:55.162Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:41:55.552Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:42:18.357Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:42:20.961Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:42:29.595Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:42:45.912Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:42:58.387Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:44:10.287Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:44:43.281Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:45:27.291Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:46:05.594Z,FALSE
user1@gmail.com,user1@gmail.com,add component,Container,2024-07-29T18:50:49.301Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:50:54.903Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:50:58.086Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:51:10.487Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:51:13.490Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:51:20.189Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:51:27.811Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:51:51.702Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:51:56.666Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:51:58.681Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:52:02.894Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:52:09.044Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:52:14.545Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:52:14.660Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:52:36.753Z,FALSE
user1@gmail.com,user1@gmail.com,updated tab,settingsTabUndefined,2024-07-29T18:52:44.878Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:52:47.357Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:52:48.600Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:53:35.123Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:53:40.871Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:53:43.712Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:53:53.535Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:54:01.928Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:56:19.726Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:56:32.487Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:56:36.165Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:56:42.380Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:56:49.018Z,FALSE
user1@gmail.com,user1@gmail.com,widget property,null update,2024-07-29T18:56:59.168Z,FALSE
